,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
0,-9.0625,-10.1171875,-10.3984375,-9.671875,-10.328125,-10.4609375
1,-9.2734375,-6.80859375,-7.84375,-6.10546875,-10.8046875,-10.1875
2,-8.1015625,-10.453125,-11.1484375,-9.359375,-10.7578125,-11.6171875
3,-7.09765625,-10.84375,-10.703125,-10.7734375,-10.875,-10.953125
4,-7.37109375,-9.859375,-11.1953125,-11.4296875,-11.4375,-11.359375
5,-7.2578125,-9.0625,-10.0859375,-10.25,-10.1875,-8.1484375
6,-8.1796875,-7.2890625,-9.90625,-10.09375,-10.8984375,-10.84375
7,-9.0625,-9.71875,-9.2890625,-8.21875,-7.91796875,-9.0390625
8,-8.3671875,-8.0703125,-7.8359375,-9.9296875,-9.828125,-11.0625
9,-8.1796875,-8.359375,-11.0546875,-9.4375,-10.3125,-10.734375
10,-7.94140625,-9.1953125,-10.703125,-10.5234375,-10.4375,-11.3046875
11,-9.875,-8.71875,-10.828125,-8.234375,-7.6328125,-9.0703125
12,-8.390625,-7.20703125,-10.296875,-10.8828125,-9.2890625,-10.6015625
13,-7.45703125,-9.1953125,-10.0390625,-10.4921875,-8.65625,-11.71875
14,-7.375,-9.40625,-10.5390625,-9.8671875,-9.5625,-10.859375
15,-7.90234375,-6.64453125,-11.0,-10.21875,-9.5625,-11.609375
16,-8.0703125,-9.453125,-10.625,-10.65625,-10.65625,-11.3515625
17,-7.84765625,-9.78125,-11.703125,-9.90625,-10.234375,-11.234375
18,-7.2109375,-9.8671875,-10.265625,-10.0,-10.578125,-11.2578125
19,-7.60546875,-6.34765625,-10.7734375,-10.484375,-10.6171875,-11.1171875
