,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
0,-9.046875,-10.28125,-10.125,-10.234375,-10.265625,-10.4609375
1,-9.25,-8.65625,-8.6875,-7.73828125,-10.2265625,-10.1875
2,-7.68359375,-10.859375,-11.1171875,-10.078125,-10.8671875,-11.6171875
3,-7.1015625,-10.75,-10.8984375,-10.53125,-11.2890625,-10.953125
4,-7.140625,-11.0,-11.2109375,-10.9765625,-11.078125,-11.359375
5,-7.62890625,-10.8359375,-9.5546875,-9.40625,-10.203125,-8.1484375
6,-8.7421875,-8.25,-10.1171875,-10.8984375,-10.2109375,-10.84375
7,-9.4453125,-8.375,-9.59375,-7.4765625,-7.4296875,-9.0390625
8,-8.7265625,-7.85546875,-8.46875,-10.109375,-9.421875,-11.0625
9,-8.984375,-8.5859375,-10.171875,-10.2734375,-10.1796875,-10.734375
10,-8.734375,-9.109375,-10.6171875,-10.125,-10.421875,-11.3046875
11,-9.8828125,-9.828125,-9.7890625,-7.5625,-7.45703125,-9.0703125
12,-8.2265625,-8.21875,-9.484375,-10.71875,-10.359375,-10.6015625
13,-7.7734375,-8.9921875,-9.6796875,-9.7265625,-9.0,-11.71875
14,-7.21875,-9.875,-10.3203125,-10.2109375,-9.5,-10.859375
15,-8.2578125,-8.296875,-10.921875,-10.0078125,-9.984375,-11.609375
16,-8.015625,-9.953125,-10.2109375,-9.875,-10.1796875,-11.3515625
17,-7.94921875,-9.984375,-11.4609375,-10.140625,-10.3046875,-11.234375
18,-7.25,-10.359375,-10.28125,-10.25,-10.3984375,-11.2578125
19,-7.7265625,-7.390625,-10.578125,-11.0625,-11.0625,-11.1171875
