,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
0,-9.749813079833984,-6.855813503265381,-6.342221260070801,-6.552825927734375,-6.810644149780273,-8.247057914733887
1,-8.801225662231445,-7.84853982925415,-7.748728275299072,-7.633214473724365,-8.066094398498535,-7.767467021942139
2,-9.647944450378418,-7.456533908843994,-7.654561519622803,-7.389940738677978,-7.720798492431641,-6.636576652526856
3,-8.320959091186523,-7.041393280029297,-7.840307235717773,-8.050957679748535,-7.872889041900635,-7.662351608276367
5,-10.277982711791992,-5.806440830230713,-7.710405349731445,-7.389630794525146,-6.955079555511475,-7.018350124359131
7,-8.772782325744629,-7.412219047546387,-8.095462799072266,-7.59608793258667,-7.630114555358887,-6.998409271240234
6,-8.780473709106445,-7.398333549499512,-7.659666538238525,-7.3935546875,-7.233570098876953,-7.513761520385742
8,-7.919939994812012,-7.846650123596191,-9.067594528198242,-9.393170356750488,-8.175313949584961,-6.44954776763916
9,-7.376463413238525,-7.28582763671875,-7.89379358291626,-8.426408767700195,-8.160758018493652,-7.87066125869751
10,-7.977915287017822,-8.045766830444336,-7.6451735496521,-7.531607627868652,-8.260332107543945,-7.679416179656982
11,-8.858756065368652,-8.383476257324219,-7.872280597686768,-7.878932952880859,-7.295262336730957,-7.617071628570557
13,-7.732018947601318,-7.4222731590271,-7.70660400390625,-7.575686931610107,-6.570652484893799,-5.617398738861084
12,-8.30749797821045,-7.738575458526611,-6.942032337188721,-8.035367012023926,-8.422298431396484,-8.240994453430176
14,-7.694657325744629,-7.077353000640869,-7.971954822540283,-7.933496952056885,-7.6171135902404785,-7.955011367797852
23,-9.793166160583496,-6.112550258636475,-8.57541561126709,-8.581583023071289,-8.390045166015625,-8.368593215942383
16,-9.480589866638184,-6.1074957847595215,-7.685271739959717,-7.616805076599121,-7.930705547332764,-7.900099277496338
17,-9.442090034484863,-7.966143608093262,-7.960274696350098,-7.824245929718018,-7.848212242126465,-7.740586280822754
18,-8.458364486694336,-6.973459720611572,-7.467555522918701,-7.844039440155029,-7.998691082000732,-8.215144157409668
19,-8.92219066619873,-8.013059616088867,-7.950045108795166,-7.861157417297363,-7.480050563812256,-8.40972900390625
4,-8.511344909667969,-8.89201831817627,-8.943719863891602,-8.788119316101074,-8.54964828491211,-8.960047721862793
22,-9.07770538330078,-7.918834686279297,-7.047584056854248,-8.771574020385742,-9.36404800415039,-8.70761489868164
21,-8.610631942749023,-7.209987163543701,-7.676401138305664,-8.172411918640137,-8.288300514221191,-7.55789041519165
15,-9.743993759155272,-5.654804229736328,-8.574312210083008,-8.924304008483887,-9.219974517822266,-9.098694801330566
20,-8.11392879486084,-7.435437202453613,-7.4071760177612305,-7.526526927947998,-7.952674388885498,-7.727834224700928
