,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion,agent0_911,agent1_911,agent2_911,agent3_911,agent4_911,agent5_911
0,-9.284110069274902,-6.902044296264648,-7.054869174957275,-6.368847370147705,-6.736286640167236,-8.247057914733887,-0.1783467233180999,-0.118011437356472,-0.0819175541400909,-11.508806228637695,-7.690646171569824,-24.487871170043945
2,-8.948824882507324,-8.08365249633789,-7.454160690307617,-6.755119800567627,-7.363083839416504,-6.636576652526856,-0.2429924458265304,-7.09514045715332,-23.55422592163086,-28.81107521057129,-35.75863265991211,-33.26606369018555
4,-8.932045936584473,-8.340446472167969,-8.573572158813477,-8.566251754760742,-8.566251754760742,-8.960047721862793,-0.3039862811565399,-8.494409561157227,-13.531451225280762,-13.496273040771484,-13.496273040771484,-14.275424003601074
6,-8.928726196289062,-7.596591949462891,-7.331503391265869,-7.929337501525879,-7.708216190338135,-7.513761520385742,-0.2356544137001037,-0.5646727085113525,-12.001611709594728,-22.893754959106445,-27.94664001464844,-37.45783233642578
5,-8.270950317382812,-5.140388011932373,-6.659336566925049,-8.095645904541016,-7.2992353439331055,-7.018350124359131,-0.1363451480865478,-0.2792418003082275,-12.810107231140137,-12.054251670837402,-25.067916870117188,-35.98471450805664
1,-8.439447402954102,-8.165010452270508,-7.421548843383789,-7.336594104766846,-7.643355369567871,-7.767467021942139,-0.1442014575004577,-1.9665520191192627,-1.126192927360535,-3.688310146331787,-12.898926734924316,-23.621721267700195
3,-8.528736114501953,-6.832903861999512,-7.950120449066162,-7.795651912689209,-8.02724552154541,-7.662351608276367,-0.0091446852311491,-0.1447469592094421,-20.658559799194336,-22.96445274353028,-20.54594039916992,-26.25828742980957
7,-8.117629051208496,-7.429712772369385,-8.21181583404541,-7.120213985443115,-7.499539375305176,-6.998409271240234,-0.7832193374633789,-1.257538914680481,-2.3015618324279785,-23.969127655029297,-24.801876068115234,-34.37148666381836
8,-8.249088287353516,-7.338798999786377,-8.689981460571289,-9.039617538452148,-8.124530792236328,-6.44954776763916,-0.3896849751472473,-0.9038421511650084,-5.731050491333008,-12.59760284423828,-10.512097358703612,-20.81937789916992
10,-7.794526100158691,-8.56196117401123,-7.7858967781066895,-7.652865409851074,-7.620779037475586,-7.679416179656982,-0.3212057054042816,-14.694655418395996,-14.060708999633787,-17.70769500732422,-24.579500198364254,-26.008285522460938
12,-8.110892295837402,-7.825462818145752,-6.634288787841797,-7.413303852081299,-7.79341983795166,-8.240994453430176,-0.603470504283905,-0.0176880285143852,-0.386297345161438,-21.54423713684082,-24.78657913208008,-29.01016998291016
14,-8.153554916381836,-8.053407669067383,-7.520081043243408,-8.07950210571289,-7.669027328491211,-7.955011367797852,-0.885435938835144,-0.2982855141162872,-8.759196281433105,-27.96293830871582,-23.25700569152832,-29.58022117614746
13,-8.843815803527832,-6.930001258850098,-7.228014945983887,-7.439450263977051,-7.046481132507324,-5.617398738861084,-0.1539708971977234,-0.3600691258907318,-15.049333572387695,-16.993701934814453,-11.374732971191406,-29.55060768127441
11,-8.742895126342773,-8.961194038391113,-7.887054443359375,-7.737899303436279,-7.126431465148926,-7.617071628570557,-0.2982597947120666,-1.275479435920715,-13.28412628173828,-28.71393585205078,-22.974489212036133,-24.100196838378903
18,-8.175829887390137,-6.605991840362549,-7.528820037841797,-7.734834671020508,-7.851662158966064,-8.215144157409668,-0.3796861469745636,-0.1735857427120208,-23.28592300415039,-26.3023738861084,-25.142099380493164,-27.08577537536621
15,-8.957685470581055,-5.729357719421387,-7.076327323913574,-8.259835243225098,-9.278562545776367,-9.098694801330566,,,,,,
9,-7.368651390075684,-7.709419250488281,-8.082266807556152,-8.320587158203125,-7.778646469116211,-7.87066125869751,-0.1031780838966369,-1.5801358222961426,-2.548107147216797,-25.823007583618164,-26.882862091064453,-27.525434494018555
16,-9.267333984375,-6.682663917541504,-7.685434818267822,-7.257584571838379,-7.972488880157471,-7.900099277496338,-0.1885915845632553,-0.0170585345476865,-14.988676071166992,-18.78232192993164,-24.396278381347656,-22.777250289916992
19,-9.217740058898926,-8.738700866699219,-7.238138198852539,-7.727294445037842,-7.274267196655273,-8.40972900390625,-0.3594379127025604,-0.7926207184791565,-5.12976598739624,-22.08867454528809,-23.14854621887207,-27.39861297607422
17,-9.280169486999512,-7.63857889175415,-7.511706829071045,-7.179257869720459,-7.217166900634766,-7.740586280822754,-0.3235789835453033,-5.730392456054688,-25.332744598388672,-22.050180435180664,-25.3244857788086,-28.999492645263672
