,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda
0,-5.67578125,-7.125,-7.91796875,-7.765625,-9.21875,-9.21875
1,-3.181640625,-9.8828125,-10.6171875,-9.3828125,-9.8828125,-7.91015625
2,-6.7734375,-9.3125,-10.3828125,-9.7578125,-9.46875,-8.3359375
3,-2.451171875,-10.1171875,-13.53125,-12.5625,-11.1796875,-9.6484375
4,-1.9736328125,-8.7734375,-7.7734375,-6.91015625,-7.3984375,-9.515625
5,-4.25,-9.515625,-8.7109375,-9.234375,-9.4921875,-9.890625
6,-1.9521484375,-8.1640625,-5.890625,-8.40625,-6.54296875,-8.8515625
7,-1.7900390625,-6.94921875,-6.8671875,-6.9140625,-7.21875,-8.9609375
8,-1.7548828125,-8.6015625,-8.140625,-9.0859375,-9.46875,-9.2421875
9,-4.71875,-8.5390625,-7.73828125,-8.1171875,-9.9609375,-9.25
10,-3.255859375,-9.1796875,-7.8203125,-8.4765625,-9.875,-9.140625
11,-2.240234375,-7.80859375,-7.16796875,-8.0390625,-8.046875,-8.265625
12,-1.6640625,-9.9609375,-10.0390625,-10.765625,-9.0546875,-8.4609375
13,-1.759765625,-9.984375,-10.046875,-9.5,-8.875,-7.67578125
14,-1.4716796875,-8.1484375,-7.7890625,-7.2109375,-7.59375,-7.86328125
15,-1.2216796875,-7.77734375,-8.0859375,-7.87109375,-8.1171875,-9.171875
16,-2.150390625,-8.953125,-10.2421875,-9.5,-7.82421875,-9.015625
17,-4.125,-8.8125,-8.515625,-9.40625,-9.28125,-10.015625
18,-3.021484375,-7.92578125,-7.65625,-8.2890625,-7.75,-9.3515625
19,-2.29296875,-7.94140625,-7.25,-7.23828125,-7.5234375,-9.1640625
