,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
0,-2.072089672088623,-4.997090816497803,-7.010870933532715,-6.191841125488281,-7.079954624176025,-7.399149417877197
1,-0.9171032309532166,-1.9172121286392207,-1.9020453691482544,-6.929971694946289,-7.269280433654785,-6.631512641906738
2,-1.4020556211471558,-5.116741180419922,-3.01972770690918,-6.5407304763793945,-8.006996154785156,-7.374083518981934
3,-1.083920955657959,-2.794525623321533,-2.8254714012146,-2.6765525341033936,-2.932097911834717,-5.761355400085449
5,-1.2049006223678589,-3.533393859863281,-4.852449417114258,-6.31978702545166,-7.532749652862549,-6.739729404449463
7,-1.7441943883895874,-2.951320171356201,-3.841140985488892,-6.745179176330566,-7.158851623535156,-7.25037145614624
6,-0.8491824269294739,-5.877689361572266,-7.024449348449707,-6.932591915130615,-6.277468681335449,-5.979402542114258
8,-1.3118723630905151,-2.846023797988892,-3.5942158699035645,-3.3353281021118164,-7.256677150726318,-7.258234977722168
9,-1.685224533081055,-2.0435893535614014,-2.906461238861084,-4.374193668365479,-4.343818187713623,-5.209983825683594
10,-1.2274088859558103,-3.00640606880188,-5.357491970062256,-5.930036067962647,-7.628789901733398,-7.084668159484863
11,-1.4467720985412598,-4.708205699920654,-7.587838172912598,-8.215166091918945,-8.265055656433105,-8.082647323608398
13,-2.307970762252808,-4.630733966827393,-5.022539138793945,-8.10778522491455,-8.480270385742188,-8.557197570800781
12,-1.053960204124451,-3.5353002548217773,-3.9286587238311768,-2.5774195194244385,-3.529975652694702,-2.3384923934936523
14,-0.8985128402709961,-2.8112993240356445,-3.694197177886963,-8.185040473937988,-7.900881767272949,-7.394410133361816
23,-1.328292965888977,-3.5302107334136963,-6.2893242835998535,-7.244483470916748,-7.408000469207764,-7.342820644378662
16,-1.4418666362762451,-4.345847129821777,-3.473891496658325,-6.693556308746338,-6.81668758392334,-7.022411823272705
17,-1.1854413747787476,-4.787854194641113,-5.996310710906982,-6.920032978057861,-7.154499053955078,-6.728576183319092
18,-2.0560314655303955,-2.767929553985596,-5.930361270904541,-7.409244537353516,-8.058935165405273,-7.29049825668335
19,-1.5401341915130615,-5.116525173187256,-5.500617980957031,-3.569171667098999,-5.626495838165283,-5.840449810028076
4,-0.9533238410949708,-1.705494403839111,-2.024669885635376,-3.6731011867523193,-4.012336730957031,-6.500622749328613
22,-1.4303357601165771,-5.773756504058838,-6.564839839935303,-5.7686614990234375,-6.286557674407959,-6.792938709259033
21,-1.1406269073486328,-2.2637147903442383,-4.221830368041992,-3.520257472991944,-3.591097354888916,-4.272416591644287
15,-1.6934797763824463,-5.485246181488037,-5.515713691711426,-6.639075756072998,-7.2328290939331055,-7.156558036804199
20,-1.0336871147155762,-4.458482265472412,-3.353553295135498,-6.821654319763184,-7.628787040710449,-6.7723259925842285
