,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo,agent0_266,agent1_266,agent2_266,agent3_266,agent4_266,agent5_266
0,-0.6447418332099915,-4.703860759735107,-7.269643783569336,-6.586155891418457,-6.911124229431152,-7.399149417877197,-0.3068022727966308,-0.3556629419326782,-3.6250410079956055,-1.5315120220184326,-5.5705766677856445,-10.759857177734377
2,-0.8067016005516052,-5.6179609298706055,-2.899095058441162,-5.734827041625977,-7.46863842010498,-7.374083518981934,-0.200943648815155,-1.2659040689468384,-2.213275194168091,-6.107800483703613,-10.03262996673584,-9.062803268432615
4,-0.5571369528770447,-2.197960615158081,-2.138197898864746,-3.436847686767578,-3.703005790710449,-6.500622749328613,-0.0447395965456962,-1.4051352739334106,-1.4830000400543213,-7.142511367797852,-9.485851287841797,-15.71036148071289
6,-0.8601529598236084,-5.354543209075928,-7.890416622161865,-7.515254020690918,-7.107072830200195,-5.979402542114258,-2.265014886856079,-0.9163520336151124,-17.171432495117188,-8.903009414672852,-9.658218383789062,-25.93676948547364
5,-0.7346963882446289,-3.402327060699463,-4.198761940002441,-5.133312225341797,-6.640016078948975,-6.739729404449463,-0.4406514465808868,-0.9442116618156432,-5.099733352661133,-10.973260879516602,-33.676944732666016,-35.28175735473633
1,-0.8975042104721069,-2.0150485038757324,-2.399853229522705,-7.008790016174316,-7.048577308654785,-6.631512641906738,-0.328935831785202,-0.1437246203422546,-2.266883611679077,-3.5410635471343994,-30.14903450012207,-34.09626770019531
3,-0.7309888005256653,-2.3807806968688965,-3.788681983947754,-2.5944881439208984,-1.6728754043579102,-5.761355400085449,-0.0142009416595101,-2.778445243835449,-0.1871383637189865,-1.13762104511261,-0.1326176822185516,-0.1021162495017051
7,-1.1925851106643677,-1.6584672927856443,-2.9931094646453857,-6.324101448059082,-7.718203067779541,-7.25037145614624,-0.6942859292030334,-1.7676302194595337,-0.721061110496521,-9.371801376342772,-30.273357391357425,-40.52098846435547
8,-1.1655614376068115,-4.0289812088012695,-3.861162662506104,-3.091092586517334,-7.209238052368164,-7.258234977722168,-1.2808170318603516,-0.0206005480140447,-0.3465412557125091,-1.7118698358535769,-24.369327545166016,-31.58757781982422
10,-0.9782215356826782,-3.1860949993133545,-5.202608585357666,-5.25029993057251,-6.908730983734131,-7.084668159484863,-0.651779294013977,-0.3827635943889618,-7.210472583770752,-30.269756317138672,-34.12978744506836,-33.237300872802734
12,-0.9653770327568054,-3.087029457092285,-2.696164608001709,-1.922350525856018,-3.327961206436157,-2.3384923934936523,-1.29862380027771,-0.154607281088829,-0.4518670737743377,-2.480400323867798,-1.2055813074111938,-1.1976670026779177
14,-0.7868071794509888,-1.2741779088974,-3.994380474090576,-8.698505401611328,-7.4550347328186035,-7.394410133361816,,,,,,
13,-1.54110586643219,-3.485508918762207,-4.240083694458008,-8.101482391357422,-8.934944152832031,-8.557197570800781,-0.1145945936441421,-0.3832303285598755,-0.0447926111519336,-9.949138641357422,-20.17724609375,-30.04084587097168
11,-1.1777368783950806,-4.644011497497559,-6.917191505432129,-8.002571105957031,-8.002571105957031,-8.082647323608398,-0.9983808994293212,-3.821900844573975,-9.817301750183104,-11.410738945007324,-11.410738945007324,-15.969497680664062
18,-0.9760016798973083,-1.614147663116455,-4.576704978942871,-6.987539291381836,-7.701879501342773,-7.29049825668335,-0.9958322048187256,-0.3783779740333557,-0.1429469585418701,-13.765597343444824,-18.568592071533203,-18.25921440124512
15,-0.8044793605804443,-4.530281066894531,-4.352368354797363,-6.054502964019775,-7.058629989624023,-7.156558036804199,,,,,,
9,-0.8240220546722412,-3.4734320640563965,-2.885374069213867,-4.567662239074707,-4.550394058227539,-5.209983825683594,-0.9165953993797302,-0.5335582494735718,-1.9463996887207031,-7.9248199462890625,-8.587757110595703,-17.5052547454834
16,-0.8183280229568481,-3.6023025512695312,-2.85159683227539,-6.177804946899414,-6.84235143661499,-7.022411823272705,-0.3967059850692749,-1.7730448246002195,-0.9476972818374634,-4.164357662200928,-7.959374904632568,-10.905476570129396
19,-1.1963757276535034,-4.681452751159668,-4.465649604797363,-3.3720273971557617,-4.7268385887146,-5.840449810028076,-0.4072015285491943,-0.3519996404647827,-1.6149775981903076,-0.3651338517665863,-3.662792444229126,-3.989658117294312
17,-0.7193998098373413,-4.947092056274414,-5.924136161804199,-5.955328464508057,-7.072280883789063,-6.728576183319092,-0.4251677393913269,-0.6251394152641296,-5.399998664855957,-8.587907791137695,-12.751827239990234,-11.798505783081056
