,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
0,-7.164498329162598,-7.58121395111084,-5.192108631134033,-5.382073402404785,-12.824226379394531,-12.451836585998535
1,-6.568626880645752,-10.90326690673828,-11.96794605255127,-9.638693809509276,-9.911012649536133,-10.62053108215332
2,-6.2995285987854,-6.982065677642822,-11.517993927001951,-11.823266983032228,-11.58387565612793,-10.53116512298584
4,-5.958688259124756,-6.723495960235596,-7.433988094329834,-12.84680461883545,-11.410408020019531,-12.447463989257812
3,-5.767175197601318,-11.532112121582031,-12.532238006591797,-10.431395530700684,-10.605355262756348,-11.804993629455566
5,-7.511818885803223,-8.772716522216797,-11.840999603271484,-10.390945434570312,-11.00765323638916,-11.23893928527832
7,-7.212602615356445,-7.134495258331299,-11.636710166931152,-10.72275733947754,-11.059530258178713,-10.41104507446289
6,-6.569169521331787,-6.396032810211182,-6.112092971801758,-11.513631820678713,-10.489527702331545,-11.640992164611816
8,-8.036441802978516,-7.471357822418213,-11.05656623840332,-10.11345100402832,-9.966476440429688,-10.453554153442385
15,-7.186613082885742,-7.142302513122559,-11.534446716308594,-11.494226455688477,-10.93098258972168,-12.402440071105955
9,-6.95788049697876,-9.382266998291016,-10.283671379089355,-10.647968292236328,-10.820332527160645,-11.32754611968994
14,-6.205589771270752,-6.008986473083496,-13.307594299316406,-12.23195743560791,-11.042996406555176,-12.748435020446776
10,-5.997790336608887,-7.161616802215576,-11.77719020843506,-11.292170524597168,-10.606099128723145,-11.781136512756348
12,-7.273871898651123,-8.090375900268555,-7.563952922821045,-7.905150413513184,-12.312909126281738,-11.916290283203123
11,-6.3127121925354,-8.424562454223633,-8.612868309020996,-12.901126861572266,-10.392815589904783,-11.65671157836914
13,-6.461302757263184,-4.576778888702393,-9.676233291625977,-10.027122497558594,-8.615500450134277,-10.707262992858888
16,-7.594756126403809,-14.06253433227539,-12.314286231994627,-13.37883472442627,-12.84289836883545,-12.445371627807615
17,-6.281948089599609,-6.483546257019043,-7.639495849609375,-12.174257278442385,-12.829155921936035,-12.916494369506836
18,-6.245795726776123,-12.48547077178955,-12.878433227539062,-12.439460754394531,-11.567755699157717,-12.326799392700195
19,-6.067045211791992,-12.339815139770508,-12.880266189575195,-10.778090476989746,-10.880438804626465,-11.76008415222168
