,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
1,-7.14796781539917,-11.868614196777344,-11.838926315307615,-10.671792984008787,-10.271066665649414,-10.62053108215332
3,-6.550535202026367,-12.707756042480469,-12.566400527954102,-11.67419147491455,-10.396562576293944,-11.804993629455566
8,-8.461405754089355,-8.18581771850586,-10.68662166595459,-9.89376449584961,-10.3200044631958,-10.453554153442385
2,-8.346481323242188,-8.149321556091309,-12.114664077758787,-12.655118942260742,-11.46008586883545,-10.53116512298584
14,-6.752786636352539,-9.651559829711914,-13.553699493408203,-13.699640274047852,-13.054287910461426,-12.748435020446776
12,-8.292473793029785,-9.527179718017578,-9.181309700012209,-7.078251361846924,-12.637632369995115,-11.916290283203123
21,-8.451889991760254,-11.882962226867676,-10.41721248626709,-11.42721939086914,-11.864947319030762,-12.811487197875977
23,-6.94082498550415,-7.499908447265625,-12.901812553405762,-12.695319175720217,-11.349000930786133,-11.228659629821776
9,-7.623408317565918,-10.729398727416992,-10.319351196289062,-10.896431922912598,-11.122881889343262,-11.32754611968994
11,-7.434991836547852,-9.430970191955566,-9.86131763458252,-12.977336883544922,-10.93881130218506,-11.65671157836914
10,-7.473350524902344,-9.067801475524902,-11.950519561767578,-11.796451568603516,-11.3659029006958,-11.781136512756348
0,-8.604877471923828,-7.684731960296631,-5.927321910858154,-6.247666835784912,-12.777362823486328,-12.451836585998535
17,-6.725372314453125,-10.835505485534668,-11.517983436584473,-12.799711227416992,-13.14043140411377,-12.916494369506836
18,-7.382841110229492,-13.288074493408203,-12.934378623962402,-13.13470458984375,-11.803043365478516,-12.326799392700195
19,-7.55413818359375,-14.024178504943848,-13.00985336303711,-11.307231903076172,-10.752592086791992,-11.76008415222168
16,-7.888543605804443,-14.029301643371582,-13.203492164611816,-13.02650260925293,-13.292755126953123,-12.445371627807615
4,-6.953829288482666,-7.0599446296691895,-9.72925853729248,-12.367066383361816,-12.120656967163086,-12.447463989257812
20,-7.256781578063965,-7.2858567237854,-7.987542152404785,-12.130777359008787,-11.453821182250977,-10.509258270263672
5,-8.994941711425781,-10.081385612487791,-12.502565383911133,-11.236089706420898,-10.755812644958496,-11.23893928527832
13,-7.15753698348999,-4.812565803527832,-10.3632230758667,-9.792583465576172,-9.991205215454102,-10.707262992858888
6,-8.23897933959961,-7.788365364074707,-7.588778018951416,-11.901117324829102,-10.440762519836426,-11.640992164611816
7,-7.72265625,-7.42578125,-11.7109375,-11.3203125,-11.0390625,-10.421875
15,-7.234375,-8.15625,-11.734375,-11.5625,-11.234375,-12.390625
