,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
0,-5.4146575927734375,-8.399927139282227,-12.737442016601562,-12.737442016601562,-12.737442016601562,-13.57642650604248
1,-4.813631534576416,-10.033853530883787,-12.114039421081545,-12.114039421081545,-12.079574584960938,-12.072172164916992
2,-4.764849185943604,-11.03801441192627,-12.040228843688965,-12.036236763000488,-12.226954460144045,-12.98574447631836
4,-4.738009452819824,-4.587031364440918,-11.693137168884276,-10.924708366394045,-11.190275192260742,-11.361249923706056
3,-5.179009437561035,-6.840373516082764,-12.517477989196776,-11.657245635986328,-12.114249229431152,-11.406051635742188
5,-6.661957740783691,-9.085650444030762,-11.79395866394043,-12.144072532653809,-11.780760765075684,-12.625526428222656
7,-5.056502819061279,-8.802481651306152,-12.29130744934082,-11.833660125732422,-12.006026268005373,-11.513736724853516
6,-6.263852596282959,-13.567822456359863,-12.149144172668455,-12.51240348815918,-10.985669136047363,-12.015809059143066
8,-4.754313945770264,-5.090137958526611,-11.910694122314451,-11.798314094543455,-9.098376274108888,-11.628607749938965
15,-5.203608989715576,-6.368098735809326,-10.588549613952637,-11.506765365600586,-10.329050064086914,-12.123665809631348
9,-4.815770149230957,-6.094672203063965,-12.492635726928713,-11.713394165039062,-11.837844848632812,-12.303518295288086
14,-4.441488265991211,-6.237331390380859,-6.948396682739258,-12.895903587341309,-12.7108793258667,-14.634902954101562
10,-5.168126583099365,-6.367394924163818,-9.82629680633545,-12.353774070739746,-12.049249649047852,-12.097009658813477
12,-5.134310722351074,-6.345686435699463,-9.306713104248049,-10.398635864257812,-11.705302238464355,-12.329142570495604
11,-4.879037380218506,-13.181133270263672,-11.583374977111816,-12.283424377441406,-12.250865936279297,-11.749876976013184
13,-5.14454984664917,-4.465852737426758,-9.969717025756836,-11.587565422058104,-11.422859191894531,-11.348859786987305
16,-5.092097282409668,-13.449051856994627,-13.642951965332031,-13.440113067626951,-13.464192390441896,-13.247572898864746
17,-5.221234321594238,-7.147647857666016,-8.414332389831543,-7.940736770629883,-12.038698196411133,-11.351093292236328
18,-5.851961135864258,-8.457843780517578,-10.654565811157228,-12.623278617858888,-12.559966087341309,-13.017000198364258
19,-5.484116077423096,-10.795103073120115,-13.086909294128418,-12.910212516784668,-13.030834197998049,-11.273926734924316
