,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
0,-8.0,-17.890625,-17.015625,-18.1875,-16.203125,-17.890625
1,-9.984375,-16.71875,-15.234375,-15.84375,-14.1484375,-11.7578125
2,-8.8984375,-15.5859375,-12.34375,-12.625,-10.6328125,-14.25
3,-8.5703125,-16.625,-13.390625,-13.515625,-13.7265625,-14.7734375
4,-7.109375,-16.453125,-16.359375,-17.65625,-17.0,-14.515625
5,-12.0625,-17.25,-16.421875,-16.375,-15.1484375,-16.5
6,-9.2734375,-17.0,-16.109375,-15.703125,-14.640625,-15.21875
7,-9.3984375,-17.875,-16.671875,-14.9921875,-16.203125,-16.921875
8,-7.35546875,-17.171875,-15.296875,-15.3359375,-15.625,-17.53125
9,-10.375,-17.5625,-15.921875,-14.359375,-14.78125,-16.109375
10,-9.1796875,-14.9375,-11.6875,-16.40625,-15.7109375,-15.71875
11,-7.96484375,-15.640625,-17.203125,-17.53125,-17.546875,-17.3125
12,-7.24609375,-16.671875,-16.0625,-14.9765625,-14.5546875,-15.546875
13,-8.4609375,-16.96875,-16.15625,-16.109375,-17.21875,-17.265625
14,-6.56640625,-16.21875,-15.7109375,-16.234375,-16.109375,-20.0625
15,-8.2421875,-17.1875,-15.9296875,-15.6015625,-15.7890625,-14.8203125
16,-6.68359375,-15.609375,-13.375,-12.8671875,-13.78125,-13.6328125
17,-11.703125,-15.265625,-15.296875,-13.9453125,-14.1171875,-12.8203125
18,-7.6484375,-17.921875,-17.546875,-19.359375,-15.5546875,-16.078125
19,-8.5078125,-17.078125,-16.671875,-15.1953125,-14.625,-14.875
