,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe
0,-3.8125,-5.5546875,-9.5546875,-9.34375,-9.3828125,-9.765625
1,-4.90625,-10.3203125,-11.421875,-11.03125,-10.4453125,-10.90625
2,-4.3984375,-10.0703125,-10.3203125,-10.796875,-10.2421875,-9.6953125
3,-3.7109375,-7.33984375,-10.0859375,-9.9140625,-9.7734375,-10.0
4,-4.0703125,-6.2890625,-10.8671875,-10.9453125,-10.015625,-9.6015625
5,-3.537109375,-10.8046875,-9.71875,-8.6484375,-10.0390625,-8.9765625
6,-4.6875,-5.7734375,-9.1796875,-9.2890625,-9.7578125,-10.8828125
7,-3.587890625,-9.1796875,-10.03125,-10.359375,-9.703125,-9.421875
8,-4.921875,-5.515625,-3.39453125,-10.1875,-10.0546875,-9.90625
9,-3.708984375,-4.61328125,-10.1484375,-10.71875,-10.3203125,-10.4453125
10,-3.642578125,-10.21875,-10.0078125,-9.546875,-9.5390625,-9.2734375
11,-3.080078125,-4.9296875,-9.359375,-9.453125,-9.75,-10.046875
12,-3.908203125,-3.6875,-10.65625,-10.2421875,-9.9375,-9.9609375
13,-4.23046875,-11.03125,-9.265625,-9.28125,-10.2578125,-10.296875
14,-4.30078125,-7.484375,-9.671875,-9.890625,-9.8984375,-10.0390625
15,-3.388671875,-4.078125,-5.5703125,-9.9921875,-9.984375,-9.2890625
16,-4.40234375,-7.25,-9.4296875,-10.0234375,-9.8203125,-9.7734375
17,-4.95703125,-8.1796875,-7.9453125,-10.3359375,-9.6171875,-9.6328125
18,-3.498046875,-4.29296875,-7.2890625,-7.49609375,-9.578125,-8.7734375
19,-3.455078125,-10.4375,-9.90625,-10.1875,-10.4140625,-10.1328125
