,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda
1,-7.045968055725098,-6.724725246429443,-9.6308012008667,-9.695880889892578,-9.465954780578612,-9.34398078918457
3,-7.913179874420166,-10.257678031921388,-10.028075218200684,-10.002001762390137,-10.740334510803224,-10.785037994384766
8,-7.0748610496521,-5.030032157897949,-7.063385009765625,-9.547318458557127,-9.771733283996582,-8.912837982177734
15,-7.407246589660644,-8.078904151916504,-9.94785213470459,-11.01623821258545,-9.896992683410645,-8.701568603515625
2,-6.770221710205078,-10.823984146118164,-10.188713073730469,-8.932161331176758,-8.531518936157227,-9.146434783935549
14,-6.577097415924072,-8.061423301696777,-10.069024085998535,-9.547945022583008,-8.909710884094238,-10.362712860107422
12,-6.997369766235352,-5.703021049499512,-9.687417984008787,-8.980926513671875,-8.875924110412598,-9.430355072021484
21,-8.410388946533203,-9.73646354675293,-9.658284187316896,-9.455436706542969,-8.422308921813965,-10.45036792755127
23,-7.560220718383789,-7.109134674072266,-10.451407432556152,-9.813743591308594,-9.58707046508789,-9.31515407562256
9,-6.064663887023926,-8.136520385742188,-9.940567016601562,-10.135035514831545,-9.907416343688965,-10.586393356323242
11,-6.74531888961792,-10.02490520477295,-9.966050148010254,-10.505349159240724,-10.650163650512695,-10.73691177368164
10,-6.850608825683594,-10.061739921569824,-10.838093757629396,-9.67273998260498,-8.408528327941895,-9.493127822875977
20,-7.70404052734375,-10.539839744567873,-9.670510292053224,-10.124709129333496,-9.31748390197754,-9.700844764709473
0,-6.626707553863525,-5.596358776092529,-8.524873733520508,-8.591497421264648,-8.1515531539917,-7.5393571853637695
6,-8.973121643066406,-8.087281227111816,-7.709949493408203,-7.90305233001709,-8.60004997253418,-10.870407104492188
5,-7.923661708831787,-8.619890213012695,-11.720787048339844,-9.176164627075195,-9.140435218811035,-9.884194374084473
7,-6.590737342834473,-6.302711009979248,-10.74868392944336,-9.932520866394045,-9.961578369140623,-10.111289024353027
4,-7.960354804992676,-8.692556381225586,-9.9496488571167,-8.851383209228516,-8.288923263549805,-7.915419578552246
17,-7.736681938171387,-7.685215950012207,-8.24892520904541,-9.383073806762695,-9.317660331726074,-9.007763862609863
18,-7.9186811447143555,-8.12215805053711,-9.993939399719238,-9.489943504333496,-8.70096492767334,-9.47542667388916
19,-6.330697059631348,-10.42105770111084,-9.85776710510254,-10.565153121948242,-9.574502944946287,-10.32181453704834
16,-7.374714851379394,-10.787577629089355,-10.288114547729492,-10.042647361755373,-10.199024200439451,-9.086939811706545
13,-8.676513671875,-9.844670295715332,-10.43635082244873,-10.335561752319336,-9.870010375976562,-10.088757514953613
