,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
0,-1.4729642868041992,-3.0321998596191406,-8.626233100891113,-9.57968521118164,-10.618128776550291,-6.750866413116455
1,-1.8170394897460933,-4.393930435180664,-5.984960079193115,-6.467991828918457,-10.747271537780762,-7.148238182067871
2,-1.545567274093628,-2.340580940246582,-7.045425891876221,-9.171326637268066,-10.14461612701416,-9.783611297607422
3,-1.0012558698654177,-2.374481678009033,-5.059472560882568,-3.551748275756836,-7.993597507476807,-8.452988624572754
5,-1.3510342836380005,-4.213448524475098,-4.065147876739502,-5.917191028594971,-3.6624677181243896,-7.918126106262207
7,-0.7782975435256958,-5.463420391082764,-6.723965644836426,-6.361608982086182,-8.36396312713623,-7.856006145477295
6,-0.3247546851634979,-6.526565074920654,-4.437673091888428,-5.487843990325928,-7.244659900665283,-3.9428553581237793
8,-1.212135672569275,-6.181132793426514,-6.172668933868408,-5.689786434173584,-7.783017635345459,-6.656909942626953
9,-1.4075874090194702,-4.454663276672363,-8.867250442504883,-9.586073875427246,-9.228404998779297,-7.174128532409668
10,-0.8827763199806213,-5.127005100250244,-7.28590202331543,-6.191011905670166,-5.860970973968506,-2.914866209030152
11,-1.0908561944961548,-5.433127403259277,-8.147053718566895,-9.019896507263184,-8.421895027160645,-6.705179214477539
13,-1.465187907218933,-2.395691394805908,-6.771040916442871,-8.357965469360352,-9.27715301513672,-8.585433959960938
12,-1.155491590499878,-9.742791175842283,-10.329511642456056,-10.342402458190918,-10.436165809631348,-8.9389066696167
14,-1.275710105895996,-2.989807367324829,-8.635931968688965,-10.552130699157717,-9.848816871643066,-10.165457725524902
23,-1.342545747756958,-4.367794513702393,-2.677837610244751,-7.083077430725098,-9.424875259399414,-8.631579399108887
16,-1.5221681594848633,-1.45183527469635,-2.411106586456299,-3.49605679512024,-2.8667566776275635,-5.8534979820251465
17,-1.3109127283096311,-2.8794920444488525,-3.608632326126098,-9.196236610412598,-7.208743572235107,-7.1601338386535645
18,-1.1600035429000854,-4.497008800506592,-4.750341415405273,-5.731490612030029,-8.495343208312988,-7.030693531036377
19,-1.076346516609192,-4.482902526855469,-4.973727226257324,-9.36835479736328,-10.947579383850098,-9.10805892944336
4,-1.411331057548523,-4.22531795501709,-5.521439552307129,-8.672518730163574,-8.500452041625977,-8.40835952758789
22,-0.9989801645278932,-2.8686976432800293,-8.626296997070312,-9.266395568847656,-9.548148155212402,-8.22778034210205
21,-2.040325403213501,-4.133623123168945,-9.627185821533203,-10.899499893188477,-10.875446319580078,-10.026314735412598
15,-2.425640106201172,-2.6214499473571777,-4.878700733184815,-9.17088794708252,-10.444527626037598,-7.892048358917236
20,-1.6006759405136108,-5.188609600067139,-6.081286907196045,-7.978244304656982,-9.78882122039795,-9.632099151611328
