,agent0_dolphin,agent1_dolphin,agent2_dolphin,agent3_dolphin,agent4_dolphin,agent5_dolphin
0,-2.68359375,-2.96875,-2.216796875,-3.365234375,-3.1640625,-3.349609375
1,-1.998046875,-2.78125,-4.3671875,-3.65234375,-3.599609375,-4.9453125
2,-2.548828125,-3.83984375,-2.83984375,-3.392578125,-2.85546875,-3.525390625
3,-2.66796875,-3.955078125,-4.7421875,-4.22265625,-3.9296875,-4.15234375
4,-1.728515625,-3.267578125,-3.490234375,-3.330078125,-4.24609375,-4.5234375
5,-1.83203125,-2.171875,-3.177734375,-3.033203125,-3.341796875,-4.48828125
6,-2.595703125,-4.7734375,-3.447265625,-2.90625,-2.3671875,-3.197265625
7,-2.40625,-3.921875,-2.720703125,-1.806640625,-3.66015625,-4.23046875
8,-2.724609375,-4.1171875,-3.8046875,-3.685546875,-3.15234375,-3.373046875
9,-2.69921875,-3.50390625,-3.6796875,-4.23046875,-3.541015625,-3.96875
10,-2.583984375,-3.7265625,-4.37890625,-3.3671875,-3.224609375,-3.55859375
11,-1.73046875,-3.578125,-3.408203125,-3.0234375,-2.740234375,-3.39453125
12,-1.833984375,-3.568359375,-3.724609375,-3.50390625,-3.57421875,-3.0703125
13,-2.048828125,-2.869140625,-3.091796875,-3.521484375,-3.19140625,-3.4296875
14,-2.10546875,-3.900390625,-4.14453125,-3.138671875,-3.451171875,-3.646484375
15,-2.3671875,-2.462890625,-2.82421875,-2.375,-2.072265625,-2.7265625
16,-2.419921875,-3.8671875,-3.70703125,-3.64453125,-3.279296875,-3.71484375
17,-2.00390625,-4.9453125,-3.251953125,-3.35546875,-3.46875,-3.146484375
18,-2.16796875,-1.7158203125,-1.99609375,-3.302734375,-2.6875,-3.154296875
19,-1.46484375,-1.6064453125,-2.587890625,-3.2734375,-3.44921875,-4.04296875
