,agent0_elephant,agent0_dolphin,agent0_panda,agent0_lion,agent0_kangaroo,agent0_penguin,agent0_giraffe,agent0_chimpanzee,agent0_koala,agent0_orangutan,agent1_elephant,agent1_dolphin,agent1_panda,agent1_lion,agent1_kangaroo,agent1_penguin,agent1_giraffe,agent1_chimpanzee,agent1_koala,agent1_orangutan,agent2_elephant,agent2_dolphin,agent2_panda,agent2_lion,agent2_kangaroo,agent2_penguin,agent2_giraffe,agent2_chimpanzee,agent2_koala,agent2_orangutan,agent3_elephant,agent3_dolphin,agent3_panda,agent3_lion,agent3_kangaroo,agent3_penguin,agent3_giraffe,agent3_chimpanzee,agent3_koala,agent3_orangutan,agent4_elephant,agent4_dolphin,agent4_panda,agent4_lion,agent4_kangaroo,agent4_penguin,agent4_giraffe,agent4_chimpanzee,agent4_koala,agent4_orangutan,agent5_elephant,agent5_dolphin,agent5_panda,agent5_lion,agent5_kangaroo,agent5_penguin,agent5_giraffe,agent5_chimpanzee,agent5_koala,agent5_orangutan
0,-8.59375,-5.921875,-4.4921875,-9.4375,-10.5703125,-7.078125,-5.7890625,-8.4140625,-10.34375,-8.65625,-7.5390625,-6.0859375,-8.109375,-15.8046875,-19.625,-7.1875,-10.6484375,-12.5390625,-12.3203125,-9.5859375,-7.4375,-5.5390625,-7.171875,-14.875,-19.1875,-7.3203125,-10.296875,-11.609375,-11.5078125,-9.5703125,-8.1953125,-5.7578125,-7.5390625,-15.0390625,-20.484375,-8.59375,-10.8359375,-11.828125,-11.375,-9.3046875,-7.88671875,-5.71484375,-10.359375,-17.3125,-20.90625,-9.15625,-11.8984375,-12.46875,-12.3359375,-10.2421875,-7.8671875,-7.359375,-11.359375,-18.21875,-21.234375,-10.1328125,-12.125,-13.0625,-13.9375,-10.7421875
1,-9.328125,-6.71484375,-5.37890625,-9.7109375,-10.6796875,-7.69921875,-6.12109375,-8.3671875,-10.40625,-8.8671875,-6.9375,-4.875,-6.3828125,-13.0234375,-17.515625,-5.8046875,-9.1328125,-10.7578125,-9.9375,-8.0625,-6.4140625,-5.4921875,-7.21875,-13.3203125,-17.609375,-6.3828125,-9.5703125,-11.3359375,-10.9375,-9.0546875,-6.50390625,-5.05859375,-6.61328125,-12.4765625,-17.3125,-6.05078125,-9.1796875,-11.265625,-10.140625,-8.984375,-7.375,-5.9765625,-7.9140625,-14.5078125,-19.546875,-7.0,-10.8671875,-12.265625,-11.71875,-9.546875,-7.0234375,-6.421875,-9.0546875,-15.6015625,-20.046875,-7.1484375,-11.34375,-12.6640625,-12.8984375,-10.1796875
2,-9.7578125,-6.33984375,-4.91015625,-9.75,-10.9375,-7.82421875,-5.80078125,-8.1015625,-10.15625,-8.390625,-6.82421875,-5.35546875,-7.37890625,-13.90625,-18.734375,-6.09765625,-9.5625,-10.7109375,-11.15625,-8.3515625,-6.484375,-5.4765625,-7.03125,-13.4765625,-18.3125,-7.125,-9.28125,-10.0390625,-11.2421875,-7.9296875,-7.40234375,-5.66015625,-7.27734375,-14.3046875,-18.8125,-7.49609375,-10.25,-9.5859375,-11.2890625,-7.74609375,-7.8828125,-5.15625,-8.859375,-15.21875,-18.390625,-8.2734375,-11.2734375,-10.9609375,-11.5546875,-9.2890625,-7.3984375,-4.9765625,-8.671875,-15.5234375,-18.8125,-7.9375,-11.078125,-12.40625,-12.09375,-9.9296875
3,-10.0546875,-6.828125,-5.390625,-9.5703125,-10.984375,-8.40625,-6.2734375,-9.015625,-10.7734375,-9.046875,-7.078125,-5.53125,-7.3203125,-13.9921875,-19.75,-6.28125,-10.265625,-12.125,-11.859375,-9.09375,-5.96484375,-5.09765625,-6.60546875,-12.9140625,-17.421875,-6.41015625,-8.515625,-10.46875,-10.28125,-8.25,-7.7109375,-5.546875,-7.1953125,-14.8359375,-18.609375,-7.3671875,-9.75,-11.015625,-10.4609375,-8.515625,-8.390625,-6.24609375,-8.859375,-17.15625,-18.625,-8.1171875,-10.046875,-11.28125,-11.015625,-9.2734375,-7.4765625,-5.515625,-7.4140625,-15.21875,-16.6875,-7.015625,-9.4609375,-12.0,-9.0546875,-9.203125
4,-10.7734375,-7.81640625,-6.74609375,-11.578125,-12.65625,-9.5390625,-7.87890625,-9.09375,-12.078125,-10.328125,-7.22265625,-5.68359375,-8.1875,-14.6875,-19.125,-6.87890625,-10.7109375,-11.296875,-11.703125,-8.8359375,-8.3125,-7.40625,-9.0078125,-16.828125,-22.125,-7.6171875,-12.609375,-12.3984375,-14.7578125,-9.4921875,-6.6640625,-5.984375,-8.2109375,-14.75,-19.25,-7.2734375,-10.0625,-10.9140625,-12.3359375,-8.6796875,-7.30859375,-6.04296875,-8.6796875,-16.4375,-20.5,-8.046875,-11.0859375,-11.2421875,-12.328125,-9.046875,-6.65625,-5.640625,-8.84375,-15.8046875,-20.203125,-7.859375,-10.578125,-12.4765625,-12.046875,-8.828125
5,-9.96875,-7.39453125,-5.96484375,-10.109375,-11.46875,-8.3671875,-6.76953125,-9.0234375,-11.078125,-9.671875,-6.80859375,-5.49609375,-7.59765625,-14.0390625,-18.71875,-6.66796875,-9.9375,-11.1796875,-11.3828125,-8.859375,-6.19921875,-4.46484375,-5.64453125,-13.5859375,-17.125,-5.80078125,-8.8125,-9.625,-9.1875,-7.93359375,-6.046875,-4.4375,-5.734375,-13.734375,-17.78125,-5.953125,-8.7109375,-9.2578125,-9.6171875,-7.7265625,-6.921875,-5.796875,-7.3046875,-15.3359375,-19.625,-6.984375,-10.4296875,-10.3828125,-11.171875,-8.484375,-6.0390625,-5.2421875,-7.4375,-13.828125,-19.328125,-6.53125,-9.7265625,-11.0,-11.0078125,-9.1640625
6,-10.640625,-7.359375,-5.9375,-11.984375,-12.15625,-8.4296875,-7.46875,-9.4296875,-11.6640625,-9.953125,-6.73828125,-5.49609375,-7.36328125,-14.09375,-19.015625,-6.45703125,-10.203125,-11.5546875,-11.9296875,-9.015625,-5.8359375,-6.046875,-7.1796875,-12.8359375,-18.984375,-7.9453125,-9.078125,-10.734375,-11.921875,-8.8046875,-6.73046875,-6.55078125,-8.59375,-14.4453125,-20.78125,-9.421875,-9.6484375,-10.203125,-12.7109375,-8.5625,-7.5,-5.4921875,-8.5078125,-15.203125,-20.4375,-8.0078125,-9.796875,-11.3515625,-11.6015625,-9.3515625,-7.30859375,-5.67578125,-8.578125,-16.203125,-20.328125,-7.57421875,-10.1484375,-12.90625,-11.90625,-10.1640625
7,-10.40625,-7.12109375,-5.98046875,-10.7734375,-11.5234375,-8.6015625,-6.72265625,-8.7734375,-10.984375,-9.1953125,-6.94921875,-5.51171875,-8.171875,-14.625,-18.828125,-6.63671875,-10.2109375,-12.03125,-12.046875,-9.8515625,-7.4453125,-6.4609375,-10.015625,-15.671875,-19.203125,-7.265625,-10.8984375,-11.40625,-13.1796875,-9.9296875,-7.359375,-7.0703125,-9.6875,-16.109375,-20.5625,-7.421875,-11.4765625,-12.4609375,-14.046875,-9.8984375,-6.859375,-6.46875,-8.4921875,-14.6328125,-19.265625,-7.953125,-10.140625,-11.984375,-12.9765625,-9.53125,-7.3828125,-6.3984375,-9.3125,-15.8515625,-20.734375,-7.921875,-10.625,-12.921875,-13.0703125,-9.7734375
8,-9.9453125,-6.90234375,-5.70703125,-9.8671875,-11.21875,-8.1640625,-6.30859375,-8.8984375,-10.8984375,-9.09375,-7.375,-6.0546875,-7.6328125,-14.875,-19.484375,-6.828125,-10.421875,-11.8046875,-12.109375,-9.359375,-6.23046875,-5.70703125,-7.48046875,-14.078125,-20.03125,-7.42578125,-9.90625,-10.90625,-12.140625,-8.7734375,-7.140625,-5.75,-7.8984375,-15.09375,-21.0625,-7.7109375,-10.6953125,-11.234375,-11.96875,-8.6484375,-7.7890625,-6.234375,-7.6640625,-15.2109375,-19.6875,-6.328125,-10.2734375,-11.0234375,-11.3046875,-8.9609375,-7.765625,-7.09375,-8.5625,-16.234375,-20.734375,-7.125,-11.1015625,-13.0859375,-12.734375,-10.5390625
9,-9.1328125,-5.828125,-4.546875,-9.4296875,-10.2734375,-7.5234375,-5.765625,-8.5546875,-9.8828125,-8.796875,-7.53515625,-4.73046875,-6.51171875,-13.2578125,-17.6875,-6.79296875,-9.1953125,-10.6328125,-9.078125,-7.7421875,-6.97265625,-6.61328125,-10.109375,-16.046875,-20.40625,-8.9375,-11.4140625,-12.375,-13.28125,-9.609375,-6.43359375,-7.18359375,-8.765625,-15.65625,-21.078125,-8.5625,-10.828125,-10.046875,-12.9453125,-8.4921875,-6.8671875,-6.015625,-7.1875,-15.21875,-19.390625,-6.4140625,-10.0390625,-10.6328125,-11.0546875,-8.515625,-6.5546875,-5.71875,-8.078125,-15.2421875,-18.421875,-6.625,-9.890625,-10.9140625,-11.140625,-8.7578125
