,agent0_dolphin,agent1_dolphin,agent2_dolphin,agent3_dolphin,agent4_dolphin,agent5_dolphin
1,-1.781754493713379,-3.883129119873047,-3.3453707695007324,-3.1627988815307617,-2.6702048778533936,-3.5200798511505127
3,-2.927799940109253,-4.171554088592529,-3.308863401412964,-3.930238962173462,-3.161930561065674,-3.612161159515381
8,-2.715134859085083,-1.873257517814636,-4.189874649047852,-3.5857861042022705,-2.7905123233795166,-3.574340343475342
2,-2.857495784759521,-3.831444263458252,-3.054586887359619,-3.242205619812012,-3.7841389179229736,-4.3267035484313965
14,-2.2954018115997314,-3.6485440731048575,-3.213878631591797,-3.761563777923584,-3.3792402744293213,-3.311320543289185
12,-2.955244541168213,-5.097814559936523,-4.726846218109131,-4.250104427337647,-4.799630165100098,-5.226982116699219
21,-4.075135231018066,-4.052020072937012,-2.9286322593688965,-3.005828857421875,-3.000277519226074,-3.4646754264831543
23,-4.051044464111328,-4.399943828582764,-4.94146203994751,-3.440480709075928,-3.2105700969696045,-3.403686285018921
9,-3.074181079864502,-3.997689485549927,-3.6486153602600098,-4.198341369628906,-2.925638198852539,-3.4096381664276123
11,-2.434539318084717,-4.668711185455322,-4.168656349182129,-4.135593891143799,-3.845901489257813,-3.888082504272461
10,-3.626199960708618,-4.171990394592285,-3.054419994354248,-3.068631172180176,-3.2665281295776367,-3.165893793106079
20,-2.0144944190979004,-4.064949035644531,-3.4008920192718506,-3.411334276199341,-3.2778615951538086,-3.2914083003997803
0,-2.52063536643982,-2.693153142929077,-3.150169610977173,-2.740720748901367,-2.4157214164733887,-3.5303821563720703
5,-3.066056728363037,-4.748894691467285,-4.8617353439331055,-4.046536922454834,-4.423157691955566,-4.4674906730651855
15,-2.8720993995666504,-4.5439958572387695,-4.546976566314697,-3.8675265312194815,-2.674492120742798,-3.010363340377808
6,-1.5380182266235352,-3.6312415599823,-3.643625974655152,-3.291188240051269,-3.0157155990600586,-3.8701694011688232
17,-2.8280961513519287,-4.088943004608154,-3.791483640670776,-4.004292011260986,-4.28907585144043,-3.70190954208374
18,-2.875275135040283,-4.580838203430176,-4.132196426391602,-3.3747329711914062,-2.7181575298309326,-3.3557286262512207
19,-2.6791625022888184,-5.497581958770752,-3.8876235485076895,-4.537237167358398,-4.289845943450928,-4.6579108238220215
16,-2.358618974685669,-4.529691219329834,-3.929368734359741,-3.779633283615112,-2.9893198013305664,-3.1846985816955566
4,-2.9525771141052246,-5.29664945602417,-3.621514797210693,-3.777734041213989,-3.374366521835327,-3.2061140537261963
13,-2.438721179962158,-3.5203404426574707,-3.4850893020629883,-3.761453866958618,-3.607039451599121,-4.2375359535217285
