,agent0_dolphin,agent1_dolphin,agent2_dolphin,agent3_dolphin,agent4_dolphin,agent5_dolphin
0,-2.169987201690674,-2.38193941116333,-3.1775364875793457,-3.2667150497436523,-2.6333048343658447,-3.5303821563720703
1,-1.473463535308838,-3.912723064422608,-3.332191467285156,-2.765881061553955,-2.7450103759765625,-3.5200798511505127
2,-2.163817405700684,-3.74614143371582,-3.102266788482666,-3.1511685848236084,-3.7058627605438232,-4.3267035484313965
4,-2.256941556930542,-3.790379047393799,-3.234829425811768,-3.287945032119751,-3.4781951904296875,-3.2061140537261963
3,-2.342935085296631,-4.3388495445251465,-4.230044364929199,-3.912323474884033,-3.094538450241089,-3.612161159515381
5,-2.632309675216675,-4.343502044677734,-4.285113334655762,-3.350526094436645,-4.6178879737854,-4.4674906730651855
7,-1.2308728694915771,-1.2260633707046509,-1.417001485824585,-3.781061887741089,-3.439195394515991,-3.958921432495117
6,-1.6271806955337524,-2.1611335277557373,-3.495842933654785,-3.021778106689453,-3.028278589248657,-3.8701694011688232
8,-2.698415279388428,-2.364561080932617,-3.8575289249420166,-2.971290349960327,-2.971290349960327,-3.574340343475342
15,-2.575511932373047,-3.04894757270813,-4.613215923309326,-3.4173901081085205,-2.5770788192749023,-3.010363340377808
9,-2.289945363998413,-3.331551074981689,-3.7045211791992174,-3.8098978996276855,-2.9469683170318604,-3.4096381664276123
14,-1.7258085012435913,-3.559365510940552,-3.093735218048096,-3.6783194541931152,-3.3739826679229736,-3.311320543289185
10,-2.707637548446656,-3.477276086807251,-3.20564603805542,-3.1239805221557617,-3.241389751434326,-3.165893793106079
12,-2.285510540008545,-4.299801826477051,-3.948750734329224,-3.123739957809448,-3.145803928375244,-5.226982116699219
11,-1.618383765220642,-4.304576396942139,-4.011701583862305,-4.14777421951294,-3.841217994689941,-3.888082504272461
13,-1.8818812370300293,-3.688955068588257,-3.547319173812866,-3.519937753677368,-3.4903481006622314,-4.2375359535217285
16,-1.841252326965332,-4.158918857574463,-3.40515398979187,-3.988111972808838,-3.20883584022522,-3.1846985816955566
17,-2.171257257461548,-3.487952709197998,-2.7372632026672363,-2.7372632026672363,-3.208099842071533,-3.70190954208374
18,-1.7120747566223145,-3.924144744873047,-4.510630130767822,-3.9093189239501953,-2.960332155227661,-3.3557286262512207
19,-1.9898924827575684,-4.607000350952148,-3.257655382156372,-4.378766059875488,-4.123724937438965,-4.6579108238220215
